"FIT101","LIT101","MV101","P101","P102","AIT201","AIT202","AIT203"
0,1.5230668752913,5,5,10,9.45861691307301,9.28677816638653,5.71047921907066
0,1.52210480311775,5,5,10,9.45861691307301,9.28677816638653,5.71047921907066
0,1.5211427309442,5,5,10,9.45861691307301,9.28677816638653,5.71047921907066
0,1.52210480311775,5,5,10,9.45861691307301,9.2846294835727,5.71047921907066
0,1.52451059633645,5,5,10,9.45861691307301,9.2846294835727,5.71047921907066
0,1.52787846172871,5,5,10,9.45861691307301,9.2846294835727,5.71047921907066
0,1.52210480311775,5,5,10,9.45861691307301,9.2846294835727,5.71047921907066
0,1.5216243798158,5,5,10,9.45861691307301,9.2846294835727,5.71047921907066
0,1.51440822572934,5,5,10,9.45861691307301,9.2846294835727,5.71047921907066
0,1.51633237007644,5,5,10,9.45861691307301,9.28677816638653,5.71047921907066
0,1.51392657685774,5,5,10,9.45861691307301,9.28677816638653,5.71047921907066
0,1.51007828816353,5,5,10,9.45861691307301,9.28677816638653,5.71047921907066
0,1.51200243251064,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51392657685774,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5197002354687,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5216243798158,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5216243798158,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.52547266851001,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5259543173816,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.52402894746485,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.52402894746485,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.52643474068356,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.52884053390226,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5259543173816,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5259543173816,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5211427309442,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51681279337839,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51344615355579,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51007828816353,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51248408138224,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51200243251064,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51007828816353,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51392657685774,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51488864903129,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.51729444224999,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5197002354687,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.52402894746485,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5235485241629,5,5,10,9.45861691307301,9.29036116764477,5.71047921907066
0,1.5235485241629,5,5,10,9.45861691307301,9.29036116764477,5.71328362114315
0,1.52402894746485,5,5,10,9.45861691307301,9.28821136688983,5.71328362114315
0,1.5211427309442,5,5,10,9.45861691307301,9.28821136688983,5.71328362114315
0,1.52066230764225,5,5,10,9.45861691307301,9.28821136688983,5.71328362114315
0,1.5197002354687,5,5,10,9.45861691307301,9.28821136688983,5.71328362114315
0,1.51681279337839,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51825651442355,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51681279337839,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51440822572934,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51344615355579,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51440822572934,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51873816329515,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.52210480311775,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.52402894746485,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51825651442355,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51392657685774,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51488864903129,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.51488864903129,5,5,10,9.45861691307301,9.28606156613488,5.71328362114315
0,1.5192185865971,5,5,10,9.45861691307301,9.28857022598621,5.71328362114315
0,1.5211427309442,5,5,10,9.45861691307301,9.28964456739312,5.71328362114315
0,1.51873816329515,5,5,10,9.45861691307301,9.28964456739312,5.71421902963677
0,1.5192185865971,5,5,10,9.45861691307301,9.28964456739312,5.71562123067301
0,1.51681279337839,5,5,10,9.45861691307301,9.28964456739312,5.71562123067301
0,1.51873816329515,5,5,10,9.45861691307301,9.29179325020696,5.71562123067301
0,1.51873816329515,5,5,10,9.45861691307301,9.29179325020696,5.71562123067301
0,1.51633237007644,5,5,10,9.45861691307301,9.29179325020696,5.71562123067301
0,1.51633237007644,5,5,10,9.45861691307301,9.29179325020696,5.71562123067301
0.00357015366265557,1.51873816329515,5,5,10,9.45861691307301,9.29179325020696,5.71562123067301
0,1.51633237007644,5,5,10,9.45861691307301,9.29215210930334,5.71562123067301
0,1.51488864903129,5,5,10,9.45861691307301,9.29322645071026,5.71562123067301
0,1.51681279337839,5,5,10,9.45861691307301,9.29322645071026,5.71562123067301
0,1.51440822572934,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.51633237007644,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.51585072120484,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.51344615355579,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.51200243251064,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.51200243251064,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.51104036033709,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.50574835059773,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.50719207164288,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.51104036033709,5,5,10,9.45861691307301,9.29573399262047,5.71562123067301
0,1.50671042277128,5,5,10,9.45861691307301,9.29358530980664,5.71562123067301
0,1.50574835059773,5,5,10,9.45861691307301,9.29358530980664,5.71562123067301
0,1.50526792729578,5,5,10,9.45861691307301,9.29358530980664,5.71889242528812
0,1.50334378294867,5,5,10,9.45861691307301,9.28964456739312,5.71889242528812
0,1.49949426868482,5,5,10,9.45861691307301,9.28964456739312,5.71889242528812
0,1.50238171077512,5,5,10,9.45861691307301,9.28964456739312,5.71889242528812
0,1.50574835059773,5,5,10,9.45861691307301,9.28964456739312,5.71889242528812
0,1.51007828816353,5,5,10,9.45861691307301,9.28964456739312,5.71515443813039
0,1.50959786486158,5,5,10,9.45861691307301,9.28964456739312,5.71515443813039
0,1.51344615355579,5,5,10,9.45861691307301,9.28964456739312,5.71515443813039
0,1.51633237007644,5,5,10,9.45861691307301,9.28964456739312,5.71655663916663
0,1.52066230764225,5,5,10,9.45861691307301,9.28821136688983,5.72029462632436
0,1.51392657685774,5,5,10,9.45861691307301,9.28677816638653,5.72029462632436
0,1.51007828816353,5,5,10,9.45861691307301,9.28677816638653,5.72029462632436
0,1.51104036033709,5,5,10,9.45861691307301,9.28677816638653,5.72029462632436
0,1.51440822572934,5,5,10,9.45861691307301,9.28677816638653,5.72029462632436
0,1.51440822572934,5,5,10,9.45861691307301,9.28677816638653,5.72029462632436
0,1.51633237007644,5,5,10,9.45861691307301,9.28821136688983,5.72029462632436
0,1.52210480311775,5,5,10,9.45861691307301,9.28857022598621,5.71795884020287
0,1.52210480311775,5,5,10,9.45861691307301,9.28892796714148,5.71795884020287
0,1.5235485241629,5,5,10,9.45861691307301,9.28892796714148,5.71795884020287
0,1.5216243798158,5,5,10,9.45861691307301,9.28892796714148,5.71795884020287
0,1.52066230764225,5,5,10,9.45861691307301,9.28892796714148,5.71795884020287
0,1.51633237007644,5,5,10,9.45861691307301,9.29071890880004,5.71795884020287
0,1.51633237007644,5,5,10,9.45861691307301,9.29179325020696,5.72123003481798
0,1.51440822572934,5,5,10,9.45861691307301,9.29179325020696,5.72123003481798
0,1.50911621598998,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.50526792729578,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.50526792729578,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.50815414381643,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.51200243251064,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.51248408138224,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.51585072120484,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.51873816329515,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.51488864903129,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.52066230764225,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.5230668752913,5,5,10,9.45861691307301,9.29394305096191,5.72123003481798
0,1.51825651442355,5,5,10,9.45260208776764,9.29394305096191,5.72123003481798
0,1.5192185865971,5,5,10,9.44899018892634,9.29394305096191,5.72123003481798
0,1.5235485241629,5,5,10,9.44899018892634,9.29394305096191,5.72123003481798
0,1.52210480311775,5,5,10,9.45741169526837,9.29394305096191,5.72123003481798
0,1.5211427309442,5,5,10,9.46102359410968,9.29250985045861,5.72123003481798
0,1.51729444224999,5,5,10,9.46102359410968,9.29179325020696,5.72123003481798
0,1.51200243251064,5,5,10,9.46102359410968,9.29179325020696,5.72123003481798
0,1.51392657685774,5,5,10,9.46102359410968,9.29179325020696,5.72123003481798
0,1.50959786486158,5,5,10,9.46102359410968,9.29179325020696,5.72123003481798
0,1.51200243251064,5,5,10,9.46102359410968,9.28821136688983,5.72123003481798
0,1.51344615355579,5,5,10,9.46102359410968,9.28821136688983,5.72123003481798
0,1.51633237007644,5,5,10,9.46102359410968,9.28821136688983,5.72123003481798
0,1.5197002354687,5,5,10,9.46102359410968,9.28821136688983,5.72123003481798
0,1.5192185865971,5,5,10,9.46102359410968,9.28821136688983,5.72123003481798
0,1.5235485241629,5,5,10,9.46102359410968,9.29000230854839,5.72123003481798
0,1.5235485241629,5,5,10,9.45139686996301,9.29179325020696,5.72123003481798
0,1.52451059633645,5,5,10,9.45139686996301,9.29179325020696,5.72123003481798
0,1.52787846172871,5,5,10,9.45139686996301,9.29322645071026,5.72263223585423
0,1.52402894746485,5,5,10,9.45139686996301,9.29322645071026,5.72263223585423
0,1.5197002354687,5,5,10,9.45861691307301,9.29322645071026,5.72263223585423
0,1.51825651442355,5,5,10,9.46343027514634,9.29322645071026,5.72263223585423
0,1.5216243798158,5,5,10,9.46343027514634,9.29322645071026,5.72263223585423
0,1.5211427309442,5,5,10,9.46343027514634,9.29322645071026,5.72263223585423
0,1.52451059633645,5,5,10,9.46343027514634,9.29322645071026,5.72263223585423
0,1.5211427309442,5,5,10,9.46343027514634,9.29322645071026,5.72263223585423
0,1.52210480311775,5,5,10,9.46343027514634,9.29322645071026,5.72263223585423
0,1.52066230764225,5,5,10,9.46343027514634,9.29322645071026,5.72263223585423
0,1.5197002354687,5,5,10,9.45380355099967,9.29322645071026,5.72263223585423
0,1.51585072120484,5,5,10,9.45380355099967,9.29322645071026,5.72263223585423
0,1.51440822572934,5,5,10,9.45380355099967,9.29322645071026,5.72263223585423
0,1.51729444224999,5,5,10,9.45380355099967,9.29071890880004,5.72263223585423
0,1.52210480311775,5,5,10,9.45380355099967,9.29071890880004,5.72263223585423
0,1.5211427309442,5,5,10,9.45380355099967,9.29071890880004,5.72263223585423
0,1.52210480311775,5,5,10,9.45380355099967,9.29071890880004,5.72263223585423
0,1.52066230764225,5,5,10,9.45380355099967,9.28857022598621,5.72263223585423
0,1.51585072120484,5,5,10,9.45380355099967,9.28857022598621,5.72263223585423
0,1.51440822572934,5,5,10,9.45380355099967,9.28857022598621,5.72263223585423
0,1.50767249494483,5,5,10,9.45380355099967,9.28857022598621,5.72263223585423
0,1.50526792729578,5,5,10,9.45380355099967,9.28857022598621,5.72263223585423
0,1.50478627842418,5,5,10,9.45380355099967,9.28857022598621,5.72263223585423
0,1.49949426868482,5,5,10,9.45380355099967,9.28857022598621,5.72263223585423
0,1.50093798972997,5,5,10,9.45380355099967,9.28857022598621,5.72496984538409
0,1.50093798972997,5,5,10,9.45380355099967,9.28857022598621,5.72590343046934
0,1.50526792729578,5,5,10,9.45380355099967,9.29071890880004,5.72590343046934
0,1.50430585512223,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.50911621598998,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.50959786486158,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.50815414381643,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.50430585512223,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.50286213407707,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.50190006190352,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.50190006190352,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.49708970103577,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.49612762886221,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.49516555668866,5,5,10,9.45380355099967,9.29358530980664,5.72590343046934
0,1.49324141234156,5,5,10,9.45380355099967,9.29250985045861,5.72590343046934
0,1.49324141234156,5,5,10,9.45380355099967,9.29143550905169,5.72590343046934
0,1.49275976346996,5,5,10,9.45380355099967,9.29143550905169,5.72590343046934
0,1.48987354694931,5,5,10,9.45380355099967,9.28857022598621,5.72590343046934
0,1.4879494026022,5,5,10,9.45380355099967,9.28785362573456,5.72450122943309
0,1.48891147477575,5,5,10,9.45380355099967,9.28785362573456,5.72450122943309
0,1.49324141234156,5,5,10,9.45380355099967,9.28713702548291,5.72450122943309
0,1.49516555668866,5,5,10,9.45380355099967,9.28606156613488,5.72450122943309
0,1.49708970103577,5,5,10,9.45380355099967,9.28606156613488,5.72450122943309
0,1.49805177320932,5,5,10,9.45380355099967,9.28606156613488,5.72450122943309
0,1.49468390781706,5,5,10,9.45380355099967,9.28606156613488,5.72450122943309
0,1.49516555668866,5,5,10,9.45380355099967,9.28606156613488,5.72450122943309
0,1.49997591755642,5,5,10,9.45380355099967,9.28606156613488,5.72450122943309
0,1.50478627842418,5,5,10,9.45380355099967,9.28606156613488,5.7282410399992
0,1.50526792729578,5,5,10,9.45380355099967,9.28498722472796,5.7282410399992
0,1.50815414381643,5,5,10,9.45380355099967,9.28498722472796,5.7282410399992
0,1.51200243251064,5,5,10,9.46583320161041,9.28498722472796,5.7282410399992
0,1.51392657685774,5,5,10,9.46583320161041,9.28498722472796,5.7282410399992
0,1.51392657685774,5,5,10,9.46583320161041,9.28498722472796,5.7282410399992
0,1.51392657685774,5,5,10,9.45500876880431,9.28821136688983,5.7282410399992
0,1.51344615355579,5,5,10,9.45500876880431,9.28964456739312,5.7282410399992
0,1.51248408138224,5,5,10,9.45500876880431,9.28964456739312,5.7282410399992
0,1.51152200920869,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.50911621598998,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.50526792729578,5,5,10,9.45500876880431,9.29071890880004,5.7282410399992
0,1.50093798972997,5,5,10,9.45500876880431,9.29215210930334,5.7282410399992
0,1.50045756642802,5,5,10,9.45500876880431,9.29215210930334,5.7282410399992
0,1.50045756642802,5,5,10,9.45500876880431,9.29215210930334,5.7282410399992
0,1.50286213407707,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.50286213407707,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.50767249494483,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51200243251064,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51344615355579,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51729444224999,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51681279337839,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51344615355579,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51248408138224,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51200243251064,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51392657685774,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51585072120484,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51440822572934,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51633237007644,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51585072120484,5,5,10,9.45500876880431,9.29430079211717,5.7282410399992
0,1.51585072120484,5,5,10,9.45500876880431,9.29322645071026,5.7282410399992
0,1.51488864903129,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51488864903129,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51344615355579,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51392657685774,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51488864903129,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51681279337839,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51488864903129,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51585072120484,5,5,10,9.45500876880431,9.29000230854839,5.7282410399992
0,1.51681279337839,5,5,10,9.45500876880431,9.28713702548291,5.7282410399992
0,1.51825651442355,5,5,10,9.45500876880431,9.28606156613488,5.7282410399992
0,1.51633237007644,5,5,10,9.45500876880431,9.28606156613488,5.73057864952906
0,1.51344615355579,5,5,10,9.45500876880431,9.28606156613488,5.73057864952906
0,1.51440822572934,5,5,10,9.45500876880431,9.28606156613488,5.73057864952906
0,1.51104036033709,5,5,10,9.45500876880431,9.28785362573456,5.73057864952906
0,1.50719207164288,5,5,10,9.45500876880431,9.28964456739312,5.73057864952906
0,1.50719207164288,5,5,10,9.45500876880431,9.28964456739312,5.73057864952906
0,1.50671042277128,5,5,10,9.45500876880431,9.28964456739312,5.73057864952906
0,1.50526792729578,5,5,10,9.45500876880431,9.28964456739312,5.73057864952906
0,1.50815414381643,5,5,10,9.45500876880431,9.28964456739312,5.73057864952906
0,1.50959786486158,5,5,10,9.45500876880431,9.28964456739312,5.73057864952906
0,1.51392657685774,5,5,10,9.45500876880431,9.28964456739312,5.73057864952906
0,1.51104036033709,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.51200243251064,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.51633237007644,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.52451059633645,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.52451059633645,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.5259543173816,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.5230668752913,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.51729444224999,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.51729444224999,5,5,10,9.45981837630504,9.28964456739312,5.73057864952906
0,1.51440822572934,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.51344615355579,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.50767249494483,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.50767249494483,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.50334378294867,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.50430585512223,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.50430585512223,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.50719207164288,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.50767249494483,5,5,10,9.45380355099967,9.28534608382434,5.73057864952906
0,1.51200243251064,5,5,10,9.45380355099967,9.28534608382434,5.73151405802268
0,1.51152200920869,5,5,10,9.45380355099967,9.28534608382434,5.73151405802268
0,1.50911621598998,5,5,10,9.45380355099967,9.28606156613488,5.73151405802268
0,1.50671042277128,5,5,10,9.45380355099967,9.28892796714148,5.73151405802268
0,1.50238171077512,5,5,10,9.45380355099967,9.28892796714148,5.73151405802268
0,1.49997591755642,5,5,10,9.45380355099967,9.28892796714148,5.73151405802268
0,1.50093798972997,5,5,10,9.45380355099967,9.28892796714148,5.73151405802268
0,1.50526792729578,5,5,10,9.45380355099967,9.28892796714148,5.73291625905892
0,1.50671042277128,5,5,10,9.45380355099967,9.29179325020696,5.73291625905892
0,1.50238171077512,5,5,10,9.45380355099967,9.29179325020696,5.73291625905892
0,1.50045756642802,5,5,10,9.45380355099967,9.29179325020696,5.73291625905892
0,1.49612762886221,5,5,10,9.45380355099967,9.29179325020696,5.73291625905892
0,1.49516555668866,5,5,10,9.45380355099967,9.29179325020696,5.73291625905892
0,1.49227934016801,5,5,10,9.45380355099967,9.29179325020696,5.73291625905892
0,1.49564597999061,5,5,10,9.45380355099967,9.29179325020696,5.73291625905892
0,1.49564597999061,5,5,10,9.45380355099967,9.29036116764477,5.73291625905892
0,1.49949426868482,5,5,10,9.45380355099967,9.29036116764477,5.73291625905892
0,1.50334378294867,5,5,10,9.45380355099967,9.29036116764477,5.73291625905892
0,1.50334378294867,5,5,10,9.45380355099967,9.28892796714148,5.73291625905892
0,1.50430585512223,5,5,10,9.45380355099967,9.28892796714148,5.73291625905892
0,1.50719207164288,5,5,10,9.45861691307301,9.28892796714148,5.73291625905892
0,1.51440822572934,5,5,10,9.45861691307301,9.28677816638653,5.73431846009516
0,1.51248408138224,5,5,10,9.45861691307301,9.28642042523126,5.73572066113141
0,1.51152200920869,5,5,10,9.45861691307301,9.28642042523126,5.73572066113141
0,1.51248408138224,5,5,10,9.45861691307301,9.28642042523126,5.73572066113141
0,1.51681279337839,5,5,10,9.45861691307301,9.28713702548291,5.73572066113141
0,1.51825651442355,5,5,10,9.45861691307301,9.28857022598621,5.73572066113141
0,1.5211427309442,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.52402894746485,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.52066230764225,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.52402894746485,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.52402894746485,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.52066230764225,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.51488864903129,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.50959786486158,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.50815414381643,5,5,10,9.45861691307301,9.29036116764477,5.73572066113141
0,1.51104036033709,5,5,10,9.45861691307301,9.29036116764477,5.73431846009516
0,1.50671042277128,5,5,10,9.45861691307301,9.29036116764477,5.73431846009516
0,1.50574835059773,5,5,10,9.45861691307301,9.29036116764477,5.73431846009516
0,1.50671042277128,5,5,10,9.45861691307301,9.29036116764477,5.73431846009516
0,1.50478627842418,5,5,10,9.45861691307301,9.2846294835727,5.73431846009516
0,1.50767249494483,5,5,10,9.45139686996301,9.2846294835727,5.73431846009516
0,1.50671042277128,5,5,10,9.45139686996301,9.2846294835727,5.73431846009516
0,1.50238171077512,5,5,10,9.45139686996301,9.2846294835727,5.73431846009516
0,1.49516555668866,5,5,10,9.45139686996301,9.2846294835727,5.73665424621666
0,1.49757012433772,5,5,10,9.45260208776764,9.2846294835727,5.73992726424014
